,0.3,0.4,0.5,0.6000000000000001,0.7000000000000002,0.8000000000000003,0.9000000000000001,1.0000000000000002,1.1000000000000003,1.2000000000000004,1.3000000000000005,1.4000000000000004
0.25,13.0,13.0,14.0,16.0,17.0,19.0,21.0,23.0,25.0,28.0,30.0,33.0
0.5,15.0,15.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,40.0,40.0,50.0
0.75,20.0,20.0,25.0,30.0,30.0,30.0,40.0,40.0,50.0,50.0,50.0,60.0
1.0,25.0,30.0,30.0,40.0,40.0,50.0,50.0,50.0,60.0,70.0,70.0,70.0
1.25,30.0,35.0,40.0,50.0,50.0,60.0,60.0,70.0,70.0,80.0,80.0,90.0
1.5,35.0,40.0,50.0,60.0,60.0,70.0,80.0,80.0,90.0,90.0,100.0,100.0
1.75,40.0,50.0,60.0,70.0,80.0,80.0,90.0,100.0,100.0,100.0,110.0,110.0
2.0,50.0,60.0,70.0,80.0,90.0,100.0,100.0,110.0,110.0,120.0,120.0,120.0
2.25,60.0,70.0,80.0,90.0,100.0,110.0,120.0,120.0,130.0,130.0,130.0,140.0
2.5,70.0,80.0,100.0,100.0,120.0,120.0,130.0,140.0,140.0,140.0,150.0,150.0
2.75,80.0,100.0,110.0,120.0,130.0,140.0,140.0,150.0,150.0,150.0,160.0,160.0
3.0,100.0,110.0,120.0,140.0,150.0,150.0,160.0,160.0,160.0,170.0,170.0,170.0
3.25,110.0,130.0,140.0,150.0,160.0,170.0,170.0,170.0,180.0,180.0,180.0,180.0
3.5,130.0,150.0,150.0,170.0,180.0,180.0,190.0,190.0,190.0,190.0,190.0,190.0
3.75,150.0,160.0,180.0,190.0,190.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
4.0,160.0,180.0,200.0,200.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
4.25,190.0,200.0,210.0,220.0,230.0,230.0,230.0,230.0,230.0,220.0,220.0,220.0
4.5,200.0,220.0,230.0,240.0,250.0,250.0,240.0,240.0,240.0,230.0,230.0,225.0
4.75,230.0,250.0,250.0,260.0,260.0,260.0,260.0,250.0,250.0,240.0,240.0,235.0
5.0,250.0,270.0,280.0,280.0,280.0,280.0,270.0,270.0,260.0,255.0,250.0,245.0
